01	05	08	12	35	40	
01	05	08	15	16	25	
01	05	08	15	16	26	
01	05	08	15	22	26	
01	05	08	15	22	40	
01	05	08	15	22	50	
01	05	08	15	25	48	
01	05	08	15	25	49	
01	05	08	15	26	48	
01	05	08	15	26	49	
01	05	08	15	40	49	
01	05	08	15	48	50	
01	05	08	15	49	50	
01	05	08	16	18	25	
01	05	08	16	18	26	
01	05	08	16	25	30	
01	05	08	16	25	31	
01	05	08	16	26	30	
01	05	08	16	26	31	
01	05	08	18	22	26	
01	05	08	18	22	35	
01	05	08	18	22	40	
01	05	08	18	22	50	
01	05	08	18	25	35	
01	05	08	18	25	48	
01	05	08	18	26	35	
01	05	08	18	26	48	
01	05	08	18	35	40	
01	05	08	18	35	42	
01	05	08	18	35	45	
01	05	08	18	35	48	
01	05	08	18	35	49	
01	05	08	18	48	50	
01	05	08	18	49	50	
01	05	08	21	22	40	
01	05	08	21	30	35	
01	05	08	21	31	35	
01	05	08	21	35	40	
01	05	08	21	40	49	
01	05	08	22	26	30	
01	05	08	22	26	31	
01	05	08	22	26	40	
01	05	08	22	30	35	
01	05	08	22	30	40	
01	05	08	22	30	50	
01	05	08	22	31	35	
01	05	08	22	31	40	
01	05	08	22	31	50	
01	05	08	22	35	40	
01	05	08	22	40	43	
01	05	08	22	40	45	
01	05	08	22	40	49	
01	05	08	22	40	50	
01	05	08	25	30	35	
01	05	08	25	30	48	
01	05	08	25	31	35	
01	05	08	25	31	48	
01	05	08	25	35	40	
01	05	08	26	30	35	
01	05	08	26	30	48	
01	05	08	26	31	35	
01	05	08	26	31	48	
01	05	08	26	35	40	
01	05	08	30	35	40	
01	05	08	30	35	42	
01	05	08	30	35	45	
01	05	08	30	35	48	
01	05	08	30	35	49	
01	05	08	30	48	50	
01	05	08	30	49	50	
01	05	08	31	35	40	
01	05	08	31	35	42	
01	05	08	31	35	45	
01	05	08	31	35	48	
01	05	08	31	35	49	
01	05	08	31	48	50	
01	05	08	31	49	50	
01	05	08	35	40	42	
01	05	08	35	40	45	
01	05	08	35	40	49	
01	05	08	35	40	50	
01	05	08	40	42	49	
01	05	08	40	49	50	
01	05	11	12	35	40	
01	05	11	15	16	25	
01	05	11	15	16	26	
01	05	11	15	22	26	
01	05	11	15	22	40	
01	05	11	15	22	50	
01	05	11	15	25	48	
01	05	11	15	25	49	
01	05	11	15	26	48	
01	05	11	15	26	49	
01	05	11	15	40	49	
01	05	11	15	48	50	
01	05	11	15	49	50	
